Title,Company,Location,Date
"
            
        Carbon Origination Manager
      
          ","
            ENOWA
          ","
            Neom, Tabuk, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 month ago
  
          "
"
            
        Exploration System Specialist
      
          ",,"
            Jeddah, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 months ago
  
          "
"
            
        Senior Frontend Software Engineer
      
          ","
            Beyond Limits
          ","
            Eastern Region
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 weeks ago
  
          "
"
            
        Rare Disease MSL – Neuro/Kose
      
          ","
            AstraZeneca
          ","
            Jeddah, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      4 days ago
  
          "
"
            
        Senior Frontend Software Engineer
      
          ","
            Beyond Limits
          ","
            Eastern Region
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 weeks ago
  
          "
"
            
        Rare Disease MSL – Neuro/Kose
      
          ","
            AstraZeneca
          ","
            Jeddah, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      4 days ago
  
          "
"
            
        Senior Cybersecurity Specialist- Operations
      
          ","
            Air Products
          ","
            Jazan Region
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 week ago
  
          "
"
            
        Ruby on Rails Developer
      
          ","
            Moyasar
          ","
            Riyadh, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      4 weeks ago
  
          "
"
            
        Data Analyst (Bangkok Based, Relocation Provided)
      
          ","
            Agoda
          ","
            Mecca, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      5 days ago
  
          "
"
            
        Data Analyst (Bangkok Based, Relocation Provided)
      
          ","
            Agoda
          ","
            Jiddah, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      5 days ago
  
          "
"
            
        3D/VR/AR/Game Developer
      
          ",,"
            Jeddah, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      3 weeks ago
  
          "
"
            
        Assistant/Associate Professor in Sustainable Polymers
      
          ","
            KAUST (King Abdullah University of Science and Technology)
          ","
            King Abdullah University of Science & Technology, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 month ago
  
          "
"
            
        SRE Manager, Cloud Platform.
      
          ","
            Lucid Motors
          ","
            Riyadh, Riyadh, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 weeks ago
  
          "
"
            
        Lead Ruby on Rails Developer
      
          ","
            Discovered MENA
          ","
            Jeddah, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 week ago
  
          "
"
            
        Business Analyst (Bangkok Based, Relocation Provided)
      
          ","
            Agoda
          ","
            Jiddah, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      5 days ago
  
          "
"
            
        Business Analyst (Bangkok Based, Relocation Provided)
      
          ","
            Agoda
          ","
            Mecca, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      5 days ago
  
          "
"
            
        Postdoctoral Research Felllow in FPGAs and Networks
      
          ","
            KAUST (King Abdullah University of Science and Technology)
          ","
            King Abdullah University of Science & Technology, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 month ago
  
          "
"
            
        Splunk Consultant - Saudi National/Transferrable Iqama
      
          ","
            Halian
          ","
            Al Jubayl, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      2 months ago
  
          "
"
            
        Postdoc for Synthetic Biology and Generative Biology
      
          ","
            KAUST (King Abdullah University of Science and Technology)
          ","
            Thuwal, Makkah, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      3 weeks ago
  
          "
"
            
        SAP C4C Lead
      
          ","
            geidea
          ","
            Riyadh, Saudi Arabia
          ","
            

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 day ago
  
          "
